LT708304.1,416350,417350
LT708304.1,416400,417400
LT708304.1,416450,417450
LT708304.1,416500,417500
LT708304.1,416550,417550
LT708304.1,416600,417600
LT708304.1,416650,417650
LT708304.1,416700,417700
LT708304.1,416750,417750
LT708304.1,416800,417800
LT708304.1,416850,417850
LT708304.1,416900,417900
LT708304.1,416950,417950
LT708304.1,417000,418000
LT708304.1,417050,418050
LT708304.1,417100,418100
LT708304.1,417150,418150
LT708304.1,417200,418200
LT708304.1,417250,418250
LT708304.1,417300,418300
LT708304.1,417350,418350
LT708304.1,417400,418400
LT708304.1,417450,418450
LT708304.1,417500,418500
LT708304.1,417550,418550
LT708304.1,417600,418600
LT708304.1,964500,965500
LT708304.1,964550,965550
LT708304.1,964600,965600
LT708304.1,964650,965650
LT708304.1,964700,965700
LT708304.1,964750,965750
LT708304.1,964800,965800
LT708304.1,964850,965850
LT708304.1,964900,965900
LT708304.1,964950,965950
LT708304.1,965000,966000
LT708304.1,965050,966050
LT708304.1,965100,966100
LT708304.1,965150,966150
LT708304.1,965200,966200
LT708304.1,965250,966250
LT708304.1,965300,966300
LT708304.1,965350,966350
LT708304.1,1276850,1277850
LT708304.1,1276900,1277900
LT708304.1,1276950,1277950
LT708304.1,1277000,1278000
LT708304.1,1277050,1278050
LT708304.1,1277100,1278100
LT708304.1,1277150,1278150
LT708304.1,1277200,1278200
LT708304.1,1277250,1278250
LT708304.1,1277300,1278300
LT708304.1,1277350,1278350
LT708304.1,1277400,1278400
LT708304.1,1277450,1278450
LT708304.1,1277500,1278500
LT708304.1,1277550,1278550
LT708304.1,1277600,1278600
LT708304.1,1277650,1278650
LT708304.1,1277700,1278700
LT708304.1,1277750,1278750
LT708304.1,1707150,1708150
LT708304.1,1707200,1708200
LT708304.1,1985800,1986800
LT708304.1,1985850,1986850
LT708304.1,1985900,1986900
LT708304.1,1985950,1986950
LT708304.1,1986000,1987000
LT708304.1,1986050,1987050
LT708304.1,1986100,1987100
LT708304.1,1986150,1987150
LT708304.1,1986200,1987200
LT708304.1,1986250,1987250
LT708304.1,1986300,1987300
LT708304.1,1986350,1987350
LT708304.1,1986400,1987400
LT708304.1,1986450,1987450
LT708304.1,2192350,2193350
LT708304.1,2192400,2193400
LT708304.1,2192450,2193450
LT708304.1,2192500,2193500
LT708304.1,2192550,2193550
LT708304.1,2192600,2193600
LT708304.1,2192650,2193650
LT708304.1,2192700,2193700
LT708304.1,2192750,2193750
LT708304.1,2192800,2193800
LT708304.1,2192850,2193850
LT708304.1,2192900,2193900
LT708304.1,2192950,2193950
LT708304.1,2193000,2194000
LT708304.1,2282400,2283400
LT708304.1,2282450,2283450
LT708304.1,2282500,2283500
LT708304.1,2282550,2283550
LT708304.1,2282600,2283600
LT708304.1,2282650,2283650
LT708304.1,2282700,2283700
LT708304.1,2282750,2283750
LT708304.1,2282800,2283800
LT708304.1,2282850,2283850
LT708304.1,2282900,2283900
LT708304.1,2282950,2283950
LT708304.1,2283000,2284000
LT708304.1,2283050,2284050
LT708304.1,2283100,2284100
LT708304.1,2283150,2284150
LT708304.1,2283200,2284200
LT708304.1,2283800,2284800
LT708304.1,2283850,2284850
LT708304.1,2283900,2284900
LT708304.1,2283950,2284950
LT708304.1,2284000,2285000
LT708304.1,2284050,2285050
LT708304.1,2284100,2285100
LT708304.1,2284150,2285150
LT708304.1,2284200,2285200
LT708304.1,2284250,2285250
LT708304.1,2287500,2288500
LT708304.1,2287550,2288550
LT708304.1,2287600,2288600
LT708304.1,2287650,2288650
LT708304.1,2287700,2288700
LT708304.1,2287750,2288750
LT708304.1,2287800,2288800
LT708304.1,2287850,2288850
LT708304.1,2287900,2288900
LT708304.1,2287950,2288950
LT708304.1,2288000,2289000
LT708304.1,2288050,2289050
LT708304.1,2288100,2289100
LT708304.1,2288150,2289150
LT708304.1,2288200,2289200
LT708304.1,2288250,2289250
LT708304.1,2288300,2289300
LT708304.1,2288350,2289350
LT708304.1,2288400,2289400
LT708304.1,2293550,2294550
LT708304.1,2293600,2294600
LT708304.1,2293650,2294650
LT708304.1,2293700,2294700
LT708304.1,2293750,2294750
LT708304.1,2293800,2294800
LT708304.1,2293850,2294850
LT708304.1,2293900,2294900
LT708304.1,2293950,2294950
LT708304.1,2294000,2295000
LT708304.1,2294050,2295050
LT708304.1,2294100,2295100
LT708304.1,2294150,2295150
LT708304.1,2294200,2295200
LT708304.1,2294250,2295250
LT708304.1,2294300,2295300
LT708304.1,2294350,2295350
LT708304.1,2294400,2295400
LT708304.1,2294450,2295450
LT708304.1,2294500,2295500
LT708304.1,2837450,2838450
LT708304.1,2837500,2838500
LT708304.1,2837550,2838550
LT708304.1,2837600,2838600
LT708304.1,2837650,2838650
LT708304.1,2837700,2838700
LT708304.1,2837750,2838750
LT708304.1,2837800,2838800
LT708304.1,2837850,2838850
LT708304.1,2837900,2838900
LT708304.1,2837950,2838950
LT708304.1,2838000,2839000
LT708304.1,2838050,2839050
LT708304.1,2838100,2839100
LT708304.1,2838150,2839150
LT708304.1,2838200,2839200
LT708304.1,2838250,2839250
LT708304.1,2838300,2839300
LT708304.1,2838350,2839350
LT708304.1,2838400,2839400
LT708304.1,2838450,2839450
LT708304.1,2838500,2839500
LT708304.1,2838550,2839550
LT708304.1,2838600,2839600
LT708304.1,2838650,2839650
