SRX4901483,47,6
SRX4901484,49,6
SRX4901485,51,6
SRX4901486,47,5
SRX4901487,45,4
SRX4901488,48,6
SRX4901489,42,5
SRX4901490,38,6
SRX4901492,37,6
SRX4901493,46,6
SRX4901494,41,5
SRX4901495,40,6
SRX4901496,47,6
SRX4901497,38,6
SRX4901498,46,7
SRX4901499,42,6
SRX4901500,49,6
SRX4901501,47,5
SRX4901502,42,5
SRX4901503,43,5
SRX4901504,43,5
SRX4901505,50,6
SRX4901506,50,6
SRX4901507,49,6
SRX4901508,42,5
SRX4901509,42,6
SRX4901510,43,6
SRX4901511,40,6
SRX4901512,42,6
SRX4901513,47,7
SRX4901514,46,6
SRX4901515,44,6
SRX4901516,48,6
SRX4901517,50,5
SRX4901518,43,5
SRX4901519,43,6
SRX4901520,45,6
SRX4901521,43,6
SRX4901522,57,6
SRX4901523,45,5
SRX4901524,45,7
SRX4901525,44,6
SRX4901526,48,6
SRX4901527,48,5
SRX4901528,48,7
SRX4901529,51,6
SRX4901530,51,6
SRX4901531,41,6
SRX4901532,44,5
SRX4901533,51,6
SRX4901534,52,7
SRX4901535,47,7
SRX4901536,49,6
SRX4901537,52,7
SRX4901538,54,6
SRX4901539,43,6
SRX4901540,47,5
SRX4901541,44,5
SRX4901542,46,6
SRX4901543,50,6
SRX4901544,43,5
SRX4901545,49,6
SRX4901547,44,6
SRX4901548,49,6
SRX4901549,45,6
SRX4901550,41,8
SRX4901551,45,6
SRX5399999,19,3
SRX5400000,21,2
SRX5400001,20,3
SRX5400002,21,2
SRX5400003,20,2
SRX5400004,20,2
SRX5400006,22,2
SRX5400007,20,2
SRX5400008,20,1
SRX5400009,19,3
SRX5400010,21,2
SRX5400011,26,2
SRX5400012,21,5
SRX5400013,21,5
SRX5400014,22,1
SRX5400015,24,6
SRX5400016,20,3
SRX5400017,21,4
SRX5400018,20,3
SRX5400019,20,2
SRX5400020,20,2
SRX5400021,20,3
SRX5400022,21,3
SRX5400023,23,3
SRX5400024,19,3
SRX5400025,20,3
SRX5400028,19,2
SRX5400029,20,2
SRX5400030,21,1
SRX5400031,17,1
SRX5400032,22,1
SRX5400033,20,2
SRX5400034,21,1
SRX5400036,20,1
SRX5400038,22,1
SRX5400039,19,2
SRX5400040,22,1
SRX5400041,20,1
SRX5400042,23,2
SRX5400043,23,2
SRX5400044,20,1
SRX5400045,21,2
SRX5400046,21,1
SRX5400047,17,1
SRX5400048,17,1
SRX5400050,21,2
SRX5400051,19,2
SRX5400052,22,3
SRX5400053,21,2
SRX5400054,20,2
SRX5400055,22,2
SRX5400056,23,2
SRX5400057,20,2
SRX5400059,17,1
SRX5400063,20,2
SRX5400068,21,5
SRX5400069,22,3
SRX5400070,17,1
SRX5400071,19,1
SRX5400072,21,2
SRX5400075,22,2
SRX5400077,24,1
SRX5400078,17,2
SRX5400079,18,3
SRX5400080,22,1
SRX5400082,22,1
SRX5400083,21,2
SRX5400084,20,2
SRX5400087,22,2
SRX5400089,22,2
SRX5400090,19,3
SRX5400091,25,2
SRX5400092,21,2
SRX5400093,20,1
SRX5400094,20,1
SRX5400095,17,1
SRX5400096,17,1
SRX5400097,19,2
SRX5400098,17,1
SRX5400099,21,3
SRX5400100,19,3
SRX5400101,23,2
SRX5400102,23,3
SRX5400104,21,3
SRX5400105,18,3
SRX5400106,18,3
SRX5400107,20,3
SRX5400109,18,2
SRX5400111,21,2
SRX5400112,19,1
SRX5400113,18,3
SRX5400114,19,2
SRX5400115,24,1
SRX5400119,21,2
SRX5400120,22,2
SRX5400121,25,3
SRX5400122,18,1
SRX5400123,15,3
SRX5400124,18,1
SRX5400125,25,2
SRX5400126,19,1
SRX5400128,19,2
SRX5400129,19,1
SRX5400130,20,2
SRX5400131,20,3
SRX5400133,22,2
SRX5400134,22,2
SRX5400135,22,2
SRX5400136,18,2
SRX5400137,21,2
SRX5400138,22,3
SRX5400139,19,2
SRX5400140,19,3
SRX5400141,23,3
SRX5400142,20,3
SRX5400145,22,3
SRX5400146,22,3
SRX5400147,21,2
SRX5400153,18,4
SRX5400154,18,4
SRX5400155,21,3
SRX5400156,19,3
SRX5400157,20,3
SRX5400158,22,3
SRX5400159,20,3
SRX5400160,22,3
SRX5400161,20,3
SRX5400162,21,2
SRX5400167,21,3
SRX5400169,19,3
SRX5400170,19,3
SRX5400171,20,3
SRX5400172,24,2
SRX5400174,23,2
SRX5400175,22,2
SRX5400176,21,2
SRX5400177,21,1
SRX5400178,23,1
SRX5400179,20,1
SRX5400180,20,2
SRX5400181,21,2
SRX5400182,21,3
SRX5400183,20,3
SRX5400184,20,2
SRX5400185,21,2
SRX5400186,21,2
SRX5400187,19,3
SRX5400188,21,3
SRX5400189,19,2
SRX5400190,22,3
SRX5400191,20,2
SRX5400192,19,2
SRX5400193,20,1
SRX5400194,22,2
SRX5400196,21,2
SRX5400197,21,1
SRX5400199,21,1
SRX5400201,22,1
SRX5400202,21,1
SRX5400204,21,2
SRX5400206,21,1
SRX5400207,18,1
SRX5400209,22,1
SRX5400210,19,2
SRX5400211,24,2
SRX5400212,20,1
SRX5400213,21,1
SRX5400215,24,1
SRX5400216,21,1
SRX5400217,19,1
SRX5400218,22,5
SRX5400219,27,3
SRX5400220,22,2
SRX5400221,21,2
SRX5400222,22,1
SRX5400223,21,1
SRX5400224,17,2
SRX5400225,21,5
SRX5400227,23,3
SRX5400228,20,2
SRX5400229,24,2
SRX5400230,19,3
SRX5400232,20,2
SRX5400233,19,2
SRX5400234,21,2
SRX5400235,20,2
SRX5400236,19,2
SRX5400237,19,4
SRX5400238,21,3
SRX5400239,22,3
SRX5400240,20,3
SRX5400241,19,3
SRX5400242,21,3
SRX5400243,19,3
SRX5400244,20,3
SRX5400245,18,3
SRX5400246,22,3
SRX5400247,31,4
SRX5400248,6,2
SRX5400249,20,3
SRX5400250,21,3
SRX5400251,22,3
SRX5400252,22,5
SRX5400253,20,5
SRX5400255,22,5
SRX5400257,21,5
SRX5400258,25,2
SRX5400259,15,1
SRX5400260,20,2
SRX5400261,21,2
SRX5400262,17,3
SRX5400263,21,3
SRX5400264,19,3
SRX5400265,19,3
SRX5400266,17,2
SRX5400267,20,4
SRX5400268,23,2
SRX5400269,22,2
SRX5400270,21,2
SRX5400271,22,2
SRX5400272,22,2
SRX5400275,20,1
SRX5400276,20,2
SRX5400277,19,1
SRX5400278,17,1
SRX5400280,20,1
SRX5400281,19,2
SRX5400283,18,1
SRX5400286,21,1
SRX5400287,21,2
SRX5400288,15,1
SRX5400289,20,1
SRX5400290,19,3
SRX5400291,19,2
SRX5400296,20,2
SRX5400297,19,3
SRX5400299,24,2
SRX5400300,19,1
SRX5400301,19,1
SRX5400303,19,2
SRX5400304,14,2
SRX5400305,18,2
SRX5400306,20,2
SRX5400307,20,3
SRX5400308,19,3
SRX5400309,23,2
SRX5400310,20,1
SRX5400311,22,3
SRX5400312,18,2
SRX5400313,21,3
SRX5400314,21,3
SRX5400315,20,2
SRX5400316,19,2
SRX5400317,20,2
SRX5400324,20,2
SRX5400325,20,2
SRX5400327,20,3
SRX5400328,21,1
SRX5400329,19,2
SRX5400330,21,1
SRX5400331,19,1
SRX5400332,20,1
SRX5400333,20,1
SRX5400334,22,1
SRX5400335,21,1
SRX5400339,18,1
SRX5400340,22,1
SRX5400341,20,3
SRX5400342,24,3
SRX5400343,19,2
SRX5400344,21,3
SRX5400345,21,3
SRX5400346,19,2
SRX5400347,19,2
SRX5400348,17,2
SRX5400349,20,3
SRX5400350,23,2
